avggift,lastgife,pgift,ampergift,response
7.5,10,0.17,8.5,0
15.5,15,0.15,15.67,0
8.84,10,0.49,10,0
14.4,15,0.13,13,0
13,19,0.09,17,0
25,25,0.07,25,0
10.12,10,0.6,11.56,0
7.67,7,0.14,7.67,0
7.45,12,0.29,12,0
5.94,8,0.23,7.2,0
21.11,25,0.12,25,0
5.09,5,0.24,5.8,0
6.25,10,0.16,6.25,0
8.25,11,0.17,11.67,0
12,16,0.12,12,0
15,15,0.09,0,0
15,15,0.08,15,0
19.55,25,0.18,25,0
15,15,0.08,15,0
4,6,0.35,7,0
12.95,20,0.27,20,0
20,20,0.1,20,0
15,15,0.08,15,0
15.94,20,0.21,20,0
15,20,0.06,20,0
10.33,15,0.1,13,0
9.44,5,0.23,8.67,0
11,19,0.35,18.67,0
21.67,25,0.1,21.67,0
10.86,10,0.16,12.25,0
15,20,0.12,20,0
12.5,10,0.12,13.33,0
5.58,25,0.28,17.5,0
15,15,0.14,15,0
10.86,17,0.32,15.75,0
9.6,16,0.13,13,0
11,20,0.16,21.67,0
10.5,35,0.41,21,0
2.4,5,0.46,2.43,0
6,10,0.22,5,0
25,25,0.06,25,0
20,20,0.1,20,0
6.38,8,0.2,8.2,0
12,17,0.12,15.67,0
17.09,50,0.24,50,0
25,25,0.09,25,0
25,25,0.12,25,0
12.5,15,0.1,12.5,0
8.33,10,0.14,8.33,0
21.8,15,0.14,33.5,0
15,15,0.09,15,0
20,20,0.08,20,0
10,10,0.16,15,0
13,21,0.13,20,0
9.4,15,0.12,15,0
9.45,15,0.15,15,0
11.3,25,0.14,25,0
8.64,12,0.31,10,0
15,15,0.1,15,0
6.47,10,0.35,7.62,0
24.29,20,0.13,16.25,0
9.4,15,0.12,13.5,0
6.38,7,0.25,7.33,0
25,35,0.1,30,0
8.75,15,0.09,15,0
9.17,10,0.21,8.75,0
6.5,10,0.25,9.25,0
50,50,0.06,50,0
11.43,16,0.13,0,0
11.75,15,0.1,12.33,0
7.33,10,0.14,7.33,0
11.25,10,0.16,11.67,0
14.17,10,0.23,13.33,0
16.56,15,0.14,14.5,0
14.1,21,0.27,21,0
25,25,0.06,0,0
11.5,20,0.31,19.62,0
17.5,20,0.1,17.5,0
12,14,0.22,13.8,0
6.76,6,0.41,7.75,0
27.5,30,0.08,27.5,0
5.9,12,0.22,9,0
4.47,10,0.25,10,0
34.6,100,0.14,42,0
8.71,12,0.23,11,0
20,20,0.07,20,0
15,20,0.1,15,0
12.2,15,0.15,14,0
10.07,10,0.18,12,0
9.18,20,0.17,18,0
8.25,12,0.16,11,0
5.1,8,0.48,6.3,0
17.43,15,0.17,15,0
35.22,12,0.12,32.33,0
3.77,5,0.33,4.29,0
9.05,11,0.25,11.33,0
27.5,25,0.07,0,0
24,20,0.12,20,0
7.8,10,0.16,8.5,0
7.33,10,0.27,15,0
18,18,0.07,18,0
12.67,16,0.13,12.67,0
15,20,0.06,20,0
30,30,0.08,30,0
14,25,0.15,20,0
2.12,5,0.37,3.4,0
12.86,15,0.21,13.75,0
12.56,19,0.15,16.33,0
4.21,5,0.42,5,0
6.21,5,0.28,7.25,0
10.67,15,0.12,15,0
12.71,15,0.13,15,0
18,15,0.1,15,0
10.4,12,0.23,12,0
26.92,35,0.21,31.67,0
13,20,0.17,17,0
22.67,50,0.21,35,0
8.46,10,0.21,12.5,0
25,25,0.07,25,0
12,13,0.14,13.75,0
6.92,7,0.28,6.83,0
11.12,15,0.21,12.33,0
17.5,20,0.08,17.5,0
6.93,10,0.2,12.5,0
7.56,10,0.18,10,0
11.17,15,0.13,15,0
8.33,10,0.16,10,0
15,15,0.12,15,0
10.33,20,0.12,12.5,0
10.33,10,0.17,12.5,0
4.14,5,0.17,5,0
21.57,30,0.12,30,0
7,10,0.3,10,0
20,20,0.06,20,0
25,25,0.06,25,0
9.65,20,0.28,20,0
13.71,25,0.15,17.75,0
14.64,10,0.19,10,0
8.37,10,0.34,10,0
11.4,15,0.19,13.33,0
9.08,14,0.17,7,0
22.5,25,0.08,22.5,0
10.43,15,0.13,15,0
15.42,17,0.22,17.33,0
4.42,10,0.5,8.5,0
4.12,2,0.46,3.1,0
10,17,0.15,17,0
6.62,10,0.29,6.86,0
10,15,0.1,12.5,0
9.25,20,0.15,20,0
9.38,5,0.15,13,0
5.88,8,0.27,6.29,0
32.5,40,0.08,32.5,0
10,15,0.07,15,0
17.36,50,0.17,30.67,0
10.7,20,0.28,19,0
11.38,15,0.14,11.67,0
12,15,0.23,12,0
8.27,10,0.19,7.5,0
12,14,0.21,12.67,0
12.5,15,0.09,12.5,0
15,15,0.07,15,0
13.47,25,0.18,22.5,0
9.8,15,0.14,12.33,0
17.5,25,0.06,25,0
9.78,15,0.23,10.67,0
18,18,0.08,18,0
15,15,0.08,15,0
10.9,13,0.45,16,0
20,20,0.07,20,0
6.12,7,0.26,9.25,0
8.25,15,0.1,15,0
11.33,20,0.13,15,0
5.43,5,0.25,5.33,0
6.25,4,0.23,9.33,0
6.56,12,0.31,6.11,0
13.94,20,0.22,20,0
18.52,10,0.25,18.33,0
13.75,30,0.1,30,0
10,15,0.08,15,0
9.4,15,0.13,11.67,0
20,20,0.08,20,0
6.12,10,0.23,8.5,0
8.2,15,0.19,8.75,0
20,20,0.1,20,0
15,15,0.12,20,0
10,15,0.1,10,0
12.43,19,0.11,19,0
6.75,10,0.26,8.33,0
12.23,20,0.17,19.33,0
6.38,13,0.19,12,0
15,15,0.06,15,0
14,15,0.09,14,0
17,30,0.1,30,0
15,15,0.08,15,0
16.25,15,0.17,13.33,0
8,10,0.18,8,0
28,28,0.07,28,0
10,10,0.19,10,0
8.36,10,0.21,20,0
12,20,0.15,12.5,0
20,20,0.07,20,0
14.67,20,0.17,20,0
8.13,14,0.19,12,0
9.71,15,0.2,13.2,0
8.5,15,0.11,15,0
4.5,5,0.21,4.6,0
15,15,0.08,15,0
8.12,10,0.46,10,0
10.5,15,0.11,15,0
20.75,29,0.09,26.5,0
10.5,10,0.19,14.25,0
9,17,0.15,16,0
14.17,15,0.11,17,0
7.42,10,0.18,11.33,0
7.5,12,0.17,8,0
5.62,6,0.3,5.86,0
9.68,16,0.24,15.5,0
15.83,20,0.11,17.5,0
6.87,15,0.22,13,0
15.71,20,0.24,18.75,0
6.36,10,0.47,7.33,0
25,25,0.11,25,0
12.5,15,0.08,12.5,0
5.46,12,0.24,11,0
12.33,14,0.33,13,0
5.07,10,0.21,8,0
10.29,20,0.14,13,0
29.23,25,0.17,29,0
5.57,5,0.24,7.4,0
22.67,18,0.1,22.67,0
7.36,5,0.3,7.6,0
20,20,0.08,20,0
19.42,25,0.17,22.5,0
9.2,12,0.21,11,0
12.78,15,0.14,15,0
18.5,10,0.17,17.75,0
8.08,12,0.63,10.67,0
18,26,0.08,18,0
7.25,10,0.26,10.67,0
13.33,15,0.09,15,0
4.61,5,0.36,5.29,0
12.5,25,0.12,25,0
15.38,15,0.14,20,0
191.67,275,0.08,275,0
10.75,20,0.15,10.75,0
15,20,0.08,15,0
10,15,0.09,15,0
20,20,0.09,20,0
25,25,0.07,25,0
10,10,0.17,10,0
12.62,30,0.23,26.67,0
11.75,16,0.14,12.67,0
11.86,18,0.23,17,0
25,25,0.06,25,0
11.3,13,0.19,13.4,0
11.5,20,0.11,20,0
6.88,15,0.15,10,0
15.25,20,0.12,17.5,0
16.8,15,0.21,12.5,0
17,25,0.08,20.5,0
9,15,0.31,13.75,0
12.13,15,0.21,14,0
18.22,13,0.16,18.5,0
11.6,0,0.11,0,0
8.87,13,0.26,12,0
15,15,0.08,15,0
14,10,0.12,13.33,0
20,20,0.12,20,0
20,20,0.07,0,0
11.17,20,0.1,20,0
15,20,0.09,10,0
6.7,12,0.21,10,0
9.33,14,0.14,13,0
11,15,0.34,15,0
7.2,10,0.22,6.67,0
18,27,0.14,23,0
12.8,20,0.1,20,0
9.45,15,0.26,10.8,0
5.67,8,0.2,5.8,0
20,20,0.07,20,0
11,14,0.21,13.2,0
9.93,15,0.18,15,0
7.5,6,0.24,8.25,0
10.5,11,0.16,11,0
14.38,20,0.13,15.5,0
5.5,7,0.33,5.8,0
12.88,18,0.15,19,0
4,5,0.26,7.5,0
15,15,0.07,15,0
11.14,15,0.14,12.75,0
18.33,25,0.08,25,0
9.75,15,0.15,12,0
35,50,0.08,35,0
20,20,0.08,20,0
16,25,0.12,14,0
10.5,15,0.14,13.67,0
9.25,15,0.25,12.5,0
25,25,0.08,25,0
6.75,15,0.14,15,0
4.29,6,0.28,5,0
5.13,6,0.23,6,0
20,20,0.07,20,0
10.73,18,0.19,16.67,0
15.5,17,0.13,14,0
10.4,15,0.12,13.5,0
9.4,10,0.24,20,0
14.4,20,0.47,20,0
7.73,25,0.16,25,0
11.03,12,0.48,13.71,0
6.68,11,0.38,11.14,0
14,20,0.13,14,0
5.75,8,0.27,6.57,0
12.33,15,0.1,15,0
13,16,0.1,13,0
4.64,5,0.37,4.5,0
15,20,0.09,15,0
8,10,0.2,11,0
13.77,15,0.21,15.6,0
10,15,0.1,12.5,0
11.8,10,0.19,9.33,0
4,7,0.27,5.67,0
8.8,20,0.12,20,0
3.77,10,0.38,6.25,0
10.71,10,0.21,12.5,0
15.5,17,0.1,16,0
18,30,0.14,27.5,0
15,15,0.06,15,0
5.33,20,0.33,20,0
12.75,20,0.13,16.67,0
10.14,17,0.13,16,0
8.62,10,0.19,10.5,0
25,25,0.06,25,0
5.8,11,0.23,11,0
9.29,15,0.18,11,0
12.65,10,0.59,24.67,0
9.67,15,0.1,12,0
10.33,15,0.11,11.5,0
12.5,15,0.11,15,0
15.71,0,0.11,18,0
20,20,0.07,20,0
10.78,16,0.14,15.5,0
11.8,15,0.23,14.8,0
15,20,0.09,17.5,0
6.82,5,0.3,8.33,0
20,20,0.07,20,0
3.6,4,0.44,4.4,0
14.25,25,0.1,20,0
15,20,0.09,17.5,0
7.86,15,0.26,12,0
11.75,17,0.11,16,0
15.67,15,0.14,15.67,0
4.68,5,0.31,5,0
7.06,10,0.23,10,0
11.25,20,0.13,13.33,0
10,6,0.15,14,0
10.33,25,0.24,22.5,0
10.14,15,0.12,15,0
13.08,25,0.18,23.33,0
17.33,25,0.1,17.33,0
9.22,16,0.17,16,0
5.17,8,0.32,5.67,0
9.2,10,0.17,10.67,0
13.64,25,0.16,25,0
11.36,15,0.22,12.5,0
15,15,0.08,15,0
12.39,14,0.25,13,0
18.64,25,0.21,25,0
17.36,40,0.14,26,0
2.83,3,0.47,3.17,0
4.43,6,0.28,4.5,0
41.67,50,0.12,41.67,0
7.04,10,0.57,10.33,0
37.29,30,0.14,21,0
40,75,0.08,75,0
7,9,0.22,6.33,0
16.9,15,0.14,15,0
10,20,0.11,16,0
10,15,0.14,11.67,0
15,15,0.07,15,0
4.83,10,0.18,0,0
75,100,0.05,75,0
12.44,15,0.33,15.38,0
18,21,0.08,18,0
11.29,20,0.13,20,0
8.4,10,0.19,8,0
11.95,15,0.35,15,0
9.67,10,0.21,9.67,0
10.83,15,0.11,15,0
11.83,11,0.17,14,0
5.6,5,0.25,5,0
10.67,15,0.19,15,0
7.71,10,0.16,10.33,0
24.4,29,0.17,24.4,0
12.5,20,0.1,12.5,0
15,15,0.08,15,0
13.44,22,0.15,21,0
21.2,30,0.25,28.5,0
13.4,20,0.11,15,0
11.06,25,0.26,16,0
11.76,10,0.31,11.88,0
13.67,15,0.12,15,0
6.55,3,0.24,7,0
9.5,14,0.22,10.67,0
15,30,0.11,20,0
10,15,0.1,12.5,0
7,5,0.17,7,0
15.91,25,0.13,25,0
16.67,20,0.12,20,0
21.86,20,0.12,20,0
11.1,14,0.19,13,0
15,15,0.09,15,0
20,20,0.1,20,0
4.9,3,0.4,5.29,0
15,25,0.11,25,0
26.67,50,0.1,26.67,0
23,27,0.08,24.5,0
23,23,0.08,23,0
9.7,12,0.15,12,0
8.5,10,0.19,10,0
15.5,50,0.3,25.33,0
7.25,10,0.18,8,0
13.71,15,0.29,17.5,0
5.93,10,0.24,8.2,0
21,25,0.11,20,0
20,20,0.17,20,0
6.65,10,0.24,11,0
6.84,15,0.2,10,0
18,20,0.11,18,0
10,15,0.1,12.5,0
8.62,10,0.24,10,0
10.9,13,0.18,13,0
4.5,3,0.25,4.67,0
52,100,0.15,100,0
5,10,0.22,6.17,0
8.18,20,0.17,20,0
15,15,0.08,15,0
9.57,13,0.19,11.67,0
9.8,15,0.21,12,0
10,15,0.18,10,0
20.17,30,0.1,27.5,0
7.38,5,0.17,9.25,0
25,30,0.08,25,0
12.42,25,0.17,25,0
9.17,15,0.12,15,0
5.36,5,0.22,5,0
8.12,12,0.47,11.12,0
15,15,0.08,15,0
14,20,0.1,14,0
12,17,0.15,16.5,0
18.08,25,0.23,25.5,0
18.75,50,0.12,10,0
15.17,21,0.16,23,0
4.6,10,0.23,6.67,0
11.67,15,0.09,12.5,0
14.17,35,0.16,30,0
15,10,0.24,12.5,0
12.5,20,0.07,20,0
8,5,0.14,10,0
15,15,0.07,15,0
7.25,11,0.33,11.5,0
17.12,25,0.11,25,0
13.35,15,0.24,22.5,0
11.96,16,0.32,15.33,0
5.56,10,0.2,7.67,0
8.75,15,0.15,12.5,0
12,20,0.11,20,0
10.36,10,0.16,13.33,0
10.56,15,0.29,15.4,0
21.82,25,0.28,25.83,0
9.6,6,0.4,10.57,0
8.57,10,0.21,13.33,0
27.5,25,0.11,25,0
11.67,15,0.11,11.67,0
15,15,0.08,15,0
8.4,10,0.32,10,0
9.22,10,0.29,8.83,0
11,17,0.09,17,0
12.86,15,0.2,12.86,0
25,25,0.07,0,0
11.67,20,0.1,15,0
8,20,0.15,20,0
7.5,5,0.14,15,0
5.11,10,0.29,10,0
26.67,25,0.12,26.67,0
12,10,0.34,13.5,0
4.31,3,0.23,3.5,0
11,20,0.33,18.33,0
10.33,16,0.08,16,0
9.12,15,0.22,13,0
16,20,0.12,12,0
9.29,15,0.13,12.33,0
12.75,10,0.29,13.33,0
9.59,12,0.36,12.67,0
12.5,0,0.1,23,0
25,25,0.07,25,0
11.05,10,0.32,12.83,0
17.62,25,0.18,25,0
14,25,0.13,25,0
7.62,15,0.15,10.2,0
11.43,15,0.18,15,0
10,15,0.1,10,0
7.93,11,0.23,11,0
4,5,0.28,4.14,0
20,20,0.07,20,0
19.23,45,0.19,30.2,0
11.67,20,0.1,20,0
7.69,9,0.22,9,0
14.33,18,0.11,14,0
10,15,0.1,15,0
20,20,0.07,20,0
10,15,0.1,15,0
20,20,0.07,20,0
23.33,30,0.14,27.5,0
8.76,10,0.32,10,0
15.35,20,0.29,12.5,0
21.31,15,0.19,26.6,0
9.54,10,0.14,0,0
22.2,50,0.11,0,0
11.5,17,0.11,16,0
13.33,15,0.15,15,0
12.5,15,0.13,13.33,0
20,20,0.07,20,0
12.5,20,0.1,12.5,0
15,20,0.24,20,0
25,25,0.06,25,0
8,9,0.22,9,0
8.39,5.32E+00,0.14,8.83,0
10.08,20,0.17,10.17,0
31.67,25,0.09,35,0
12.38,10,0.24,15,0
13.83,17,0.13,17,0
9,15,0.18,13,0
50,50,0.05,50,0
21,24,0.08,21,0
7.31,10,0.25,12.33,0
15,20,0.12,15,0
16,30,0.13,28,0
7.58,10,0.32,10,0
27.5,30,0.06,30,0
13.14,20,0.13,16.67,0
10.8,12,0.2,11,0
7.33,6,0.26,9.25,0
7.29,8,0.17,8.5,0
10.8,12,0.19,12,0
16.86,30,0.16,25,0
7.6,8,0.2,8,0
4.67,10,0.24,6.5,0
7,10,0.2,10,0
3.4,3,0.2,3.4,0
25,25,0.07,25,0
7.05,5,0.32,9,0
18.75,50,0.13,18.75,0
10.93,11,0.17,14.62,0
8.2,15,0.11,15,0
15,15,0.07,15,0
7.8,15,0.14,10.33,0
10,20,0.12,11.67,0
10.6,27,0.2,26,0
8.33,10,0.14,8.33,0
15,20,0.07,20,0
4,11,0.27,11,0
6.48,6,0.39,6.86,0
16.75,25,0.13,25,0
9.05,12,0.32,10.5,0
13.71,20,0.15,15,0
10,15,0.1,10,0
7.67,5,0.32,7.89,0
13.43,18,0.12,18,0
11.3,20,0.24,14,0
13.64,10,0.23,13,0
3.85,10,0.48,6.5,0
13,15,0.09,15,0
6.29,11,0.32,11,0
12,10,0.13,13.33,0
3.18,5,0.29,3.5,0
10,15,0.1,10,0
15,15,0.08,15,0
9.6,15,0.15,10.75,0
13,15,0.16,16,0
15,15,0.08,15,0
7.5,5,0.17,8.75,0
9.83,15,0.12,15,0
13.9,15,0.12,16.67,0
11.83,25,0.23,16.75,0
20,20,0.07,20,0
7.5,10,0.19,8.4,0
18.18,18,0.17,20.67,0
19.06,10,0.21,42.5,0
7.9,15,0.14,15,0
9.5,18,0.12,13,0
10,20,0.16,11.5,0
20,20,0.06,20,0
12.5,15,0.11,10,0
10,14,0.17,10,0
13.23,10,0.18,13.4,0
10.24,10,0.36,14,0
11.88,25,0.16,22.5,0
12.5,15,0.1,12.5,0
22.5,25,0.24,25,0
10.62,20,0.15,12,0
20,20,0.12,20,0
7.83,15,0.18,13.67,0
8.14,15,0.21,14,0
25,25,0.06,25,0
15,15,0.09,15,0
6.8,15,0.22,15,0
8.2,10,0.15,9,0
8.5,10,0.23,10.4,0
25,25,0.12,25,0
9.09,15,0.24,9,0
14.5,15,0.1,0,0
10,17,0.16,13.33,0
16.67,20,0.12,16.67,0
18.27,19,0.19,18,0
15,15,0.06,15,0
15.75,20,0.1,0,0
8.79,15,0.22,15,0
21,50,0.11,50,0
12.9,20,0.16,19.5,0
6.95,5,0.34,6,0
8.09,16,0.17,13,0
16.67,20,0.1,16.67,0
10.43,12,0.19,11.75,0
11.67,15,0.12,11.67,0
12.5,15,0.09,12.5,0
8.25,11,0.22,9.2,0
7.14,15,0.13,12.5,0
6.75,10,0.36,9,0
7.24,10,0.28,10,0
13,25,0.12,22.5,0
20,20,0.09,20,0
17,25,0.12,20,0
5.38,3,0.44,6,0
15,20,0.14,19,0
13.2,0,0.09,0,0
11,15,0.22,15,0
11,10,0.2,12,0
15,15,0.12,15,0
15,15,0.07,15,0
11.44,14,0.26,12.57,0
17.2,30,0.1,27.5,0
9.68,10,0.23,12,0
7.88,5,0.35,8.91,0
20,20,0.11,20,0
15,15,0.17,22.5,0
25,25,0.07,25,0
15.5,17,0.09,17,0
21,22,0.09,21,0
11.6,10,0.15,10,0
7.75,20,0.19,15,0
9.75,10,0.34,11.75,0
10.86,9,0.13,12,0
4.82,5,0.26,5.71,0
14.5,18,0.11,17,0
10,10,0.21,10,0
17.33,22,0.11,17.33,0
21.45,25,0.16,26,0
21.25,25,0.1,23.33,0
13.4,30,0.21,27.5,0
11.38,15,0.18,13.25,0
9.23,15,0.21,15,0
16.43,25,0.11,25,0
8.8,30,0.42,17.33,0
8.07,12,0.15,12,0
26.67,30,0.08,30,0
14.05,12,0.26,14.67,0
9.38,15,0.16,15,0
27.5,30,0.07,27.5,0
10.47,17,0.25,16,0
9.6,12,0.13,12.67,0
15.25,24,0.08,16,0
6.12,11,0.27,9.67,0
6.54,15,0.19,15,0
6.86,10,0.22,10.5,0
11.67,20,0.12,15,0
9.75,12,0.15,11.6,0
12.86,25,0.14,15,0
15.67,19,0.11,15.67,0
14.5,20,0.17,0,0
4.08,10,0.46,5.33,0
25.83,25,0.1,25,0
10.29,15,0.14,13,0
11.62,20,0.12,20,0
12.5,15,0.11,12.5,0
15,10,0.13,20,0
14.33,16,0.21,15.67,0
13,16,0.1,13,0
10,20,0.09,20,0
16,17,0.1,17,0
6.6,5,0.16,7.67,0
8.67,20,0.14,11.67,0
11.58,14,0.18,14,0
5.8,10,0.17,7,0
13,15,0.09,10,0
13,16,0.1,13,0
4.44,5,0.21,4.4,0
5.67,10,0.31,10.67,0
20,20,0.08,20,0
12.5,15,0.09,12.5,0
8.75,15,0.12,10,0
8.45,15,0.19,15,0
11.5,20,0.1,20,0
16,16,0.11,16,0
7,11,0.24,10,0
10.22,10,0.19,10.29,0
8.64,10,0.42,10.25,0
20.71,40,0.12,40,0
30,30,0.07,30,0
13.5,20,0.13,16.25,0
15,20,0.12,15,0
29.62,40,0.11,41,0
23.33,25,0.1,27.5,0
15,15,0.12,15,0
10,15,0.09,12.5,0
15,20,0.08,15,0
13.67,18,0.17,16.5,0
12.6,16,0.15,13.67,0
15,15,0.08,15,0
9.27,12,0.26,11.67,0
9.92,15,0.24,11.4,0
15.67,17,0.1,15.67,0
13.17,18,0.18,16,0
18.75,25,0.18,24.75,0
15,25,0.14,21.67,0
22.5,40,0.1,22.5,0
5.06,20,0.33,11.67,0
5,5,0.39,5.38,0
9,15,0.15,10,0
13.75,10,0.12,20,0
16.2,10,0.15,15.5,0
8.4,11,0.14,10,0
8.11,11,0.17,8.5,0
9.29,15,0.16,15,0
18,21,0.09,18,0
12.56,10,0.16,12.5,0
10.5,6,0.14,15,0
10.07,14,0.13,11,0
6.23,11,0.33,11,0
11.5,17,0.15,13.67,0
9,15,0.1,15,0
7.89,5,0.29,7.5,0
10.03,11,0.36,10.5,0
5.39,9,0.3,7.4,0
16.67,18,0.12,16.67,0
13.88,20,0.16,0,0
8.65,10,0.27,8.75,0
5.06,10,0.24,10,0
8.33,10,0.18,11,0
27,20,0.18,0,0
13.48,10,0.3,17.5,0
15.46,21,0.36,20.5,0
15,15,0.09,15,0
5.88,7,0.21,6.17,0
13.67,21,0.09,18,0
6.23,3,0.34,6.5,0
10.71,12,0.2,12,0
15.71,20,0.16,17.5,0
15,15,0.09,15,0
8.19,7,0.38,9.78,0
15,25,0.07,25,0
20,15,0.07,20,0
18.67,20,0.32,20,0
20.27,10,0.23,25.2,0
10.6,15,0.14,12,0
19.67,27,0.09,27,0
8.44,10,0.23,11.8,0
11.67,15,0.1,11.67,0
3.83,7,0.26,5.6,0
15,15,0.07,15,0
15.56,35,0.13,35,0
18.67,24,0.25,25.29,0
75,100,0.07,75,0
11.8,15,0.14,14.33,0
15,15,0.09,15,0
5.36,10,0.23,10,0
5.71,5,0.16,6.67,0
15,15,0.07,15,0
42,50,0.14,50,0
9.25,12,0.14,11.33,0
9.73,20,0.2,20,0
23.23,10,0.24,18,0
8.25,7,0.17,9,0
8.5,10,0.19,10.67,0
20,50,0.13,50,0
12.76,14,0.16,14,0
10,15,0.1,10,0
50,50,0.05,50,0
20,20,0.08,20,0
15,15,0.08,15,0
7.71,8,0.17,8.75,0
30,30,0.08,30,0
8.33,10,0.17,8.33,0
8.33,10,0.16,10,0
10,15,0.12,10,0
12.5,20,0.12,20,0
3.04,5,0.37,4.29,0
8.79,25,0.33,16.67,0
22.14,20,0.13,20,0
8.33,15,0.14,15,0
5.08,5,0.38,5,0
15,15,0.06,15,0
10.17,14,0.22,12.8,0
20,20,0.08,20,0
15.17,20,0.12,17.75,0
8.71,16,0.17,13,0
25,25,0.06,25,0
3.63,5,0.49,4.4,0
4.67,8,0.64,5.9,0
15.5,20,0.11,20,0
10.76,18,0.23,17,0
15,18,0.08,18,0
10.09,20,0.19,17.5,0
9.44,15,0.15,13.33,0
12.2,17,0.11,16,0
14.5,20,0.1,18,0
11.75,6,0.16,13.67,0
11,25,0.12,25,0
12.67,17,0.13,16,0
25.25,50,0.24,26.67,0
11.44,14,0.14,14,0
9,7,0.13,9,0
18,18,0.08,18,0
18.84,22,0.16,22,0
8.33,10,0.19,8.33,0
8.83,20,0.12,20,0
11.2,20,0.22,20,0
8.52,14,0.31,13,0
2.31,2,0.41,2.83,0
14.88,20,0.12,20,0
4.34,6,0.25,6,0
15,15,0.08,15,0
10,15,0.12,10,0
20,15,0.1,30,0
4.31,5,0.28,4.33,0
7.17,20,0.25,12,0
15.14,20,0.23,15.4,0
15,15,0.08,15,0
10,15,0.1,10,0
25,25,0.07,0,0
10.81,16,0.24,16,0
5.5,20,0.16,10,0
16,17,0.09,16,0
11.88,18,0.13,18,0
13.8,19,0.09,19,0
27,35,0.14,42.5,0
9.44,11,0.26,8,0
7.88,15,0.17,12.33,0
15,15,0.07,15,0
23,30,0.09,30,0
11,17,0.09,11,0
12.8,20,0.23,16.25,0
25,25,0.07,25,0
7.7,15,0.26,15,0
18,20,0.18,18,0
4.33,5,0.53,5,0
11.5,15,0.1,11.5,0
7.89,13,0.26,13,0
13.33,20,0.14,20,0
13.24,10,0.38,12.5,0
25,25,0.12,25,0
10.25,15,0.15,14.67,0
13.14,14,0.26,13.14,0
5.89,6,0.68,5.33,0
9.93,20,0.2,14,0
17.43,25,0.12,23.33,0
8.89,10,0.27,10.4,0
11.67,15,0.1,15,0
11.43,15,0.13,15,0
7.53,10,0.23,10.33,0
4.9,5,0.43,5.4,0
13.5,18,0.24,18,0
12.5,25,0.11,20,0
15,15,0.08,15,0
7.73,10,0.21,10,0
10,15,0.09,10,0
15.39,30,0.26,30,0
3.85,12,0.48,6,0
25,30,0.07,25,0
11.83,11,0.17,12,0
8.78,12,0.3,11,0
6.55,9,0.23,8,0
7.31,10,0.19,10,0
15.4,19,0.12,16.5,0
15,15,0.08,15,0
11.38,14,0.26,12.67,0
8,10,0.26,12.5,0
6.64,10,0.19,12.5,0
10.07,18,0.19,18,0
10.18,16,0.18,15.25,0
35.71,50,0.17,40,0
12.5,15,0.29,14.8,0
6,10,0.18,6,0
18,21,0.08,18,0
15.93,25,0.2,17.5,0
27.33,27,0.1,27.33,0
15.75,20,0.09,20,0
9.5,15,0.17,12,0
11.2,20,0.11,20,0
13,16,0.09,13,0
8,16,0.18,9,0
18.33,25,0.13,25.67,0
13.67,15,0.12,13.67,0
9.82,15,0.15,15,0
15,15,0.08,15,0
7.76,12,0.25,10.67,0
37.5,50,0.06,50,0
9.39,14,0.31,15.5,0
5.6,5,0.21,5.6,0
11.62,17,0.13,17,0
11.25,15,0.12,13.33,0
12.82,12,0.16,14.75,0
15,21,0.16,21.5,0
10.14,15,0.23,14.25,0
11.14,10,0.14,15,0
14,16,0.09,16,0
25,25,0.07,25,0
22.12,40,0.14,33.33,0
8,10,0.21,9.2,0
8.33,10,0.16,10,0
15,15,0.08,15,0
12.5,15,0.1,13.33,0
8.55,5,0.25,10,0
9.5,20,0.13,11.67,0
13,21,0.16,16,0
8.67,10,0.26,9.6,0
8.44,10,0.25,10,0
16,17,0.1,16,0
15.56,20,0.26,17.5,0
8.71,13,0.28,13,0
10.2,10,0.23,12.5,0
13.2,16,0.11,15,0
6.17,10,0.19,6.4,0
12.5,15,0.08,12.5,0
27.14,25,0.15,33.33,0
9.9,16,0.15,15,0
12.33,17,0.09,17,0
9.78,20,0.19,13.33,0
4.29,4,0.27,4.5,0
15.62,15,0.16,15,0
13,15,0.1,15,0
12.09,10,0.18,10,0
6,15,0.17,11,0
20,15,0.1,20,0
7.88,10,0.26,9.25,0
20,20,0.07,20,0
30,30,0.12,30,0
6,6,0.38,6.38,0
11.67,17,0.11,16,0
15,20,0.13,15,0
7.27,25,0.21,9.17,0
6.39,10,0.4,7.5,0
11,17,0.1,11,0
19.14,50,0.19,45,0
9.38,12,0.18,14,0
10.2,12,0.16,10,0
27.5,50,0.09,27.5,0
10.19,10,0.28,13.67,0
30,30,0.07,30,0
12.75,20,0.09,20,0
9.75,15,0.1,15,0
23.4,32,0.12,29,0
10.67,12,0.12,10.67,0
8.25,15,0.13,12.5,0
17.5,25,0.1,17.5,0
5.14,5,0.28,5.33,0
20.78,25,0.11,25,0
12.33,12,0.11,11,0
15.95,18,0.28,19,0
20,20,0.11,20,0
5.38,5,0.38,6.86,0
100,100,0.14,100,0
14.92,10,0.2,16.5,0
5.35,5,0.25,5.17,0
13.65,25,0.27,18.75,0
12.06,14,0.24,14.25,0
20.57,20,0.13,17.5,0
15,15,0.06,15,0
5.58,5,0.43,5.62,0
15,10,0.13,15,0
4.57,5,0.37,7.6,0
8.5,15,0.15,15,0
