avggift,lastgife,pgift,ampergift,response
8.8,10,0.2,10.2,0
15,15,0.08,15,0
28,50,0.1,35,0
11.54,25,0.21,0,0
11.38,15,0.26,12.4,0
8,3,0.17,9.33,0
7,12,0.14,9,0
5.25,3,0.21,6,0
9.8,14,0.14,11,0
18.83,25,0.26,23,0
8.14,20,0.14,14,0
11.17,21,0.11,21,0
15,20,0.12,20,0
40,40,0.07,40,0
6.25,20,0.22,8.25,0
20,20,0.22,20,0
15,15,0.09,15,0
20,20,0.08,20,0
10.75,15,0.11,15,0
12.83,18,0.12,17,0
25,25,0.07,25,0
10.75,6,0.17,12.33,0
5.85,6,0.24,5.67,0
11.54,10,0.43,10,0
6.67,15,0.21,10,0
4.71,5,0.21,5,0
8.36,10,0.31,15.33,0
13,10,0.12,16,1
5.63,5,0.28,6.5,0
12.82,20,0.22,20.33,0
13,16,0.1,15,1
16.15,50,0.16,0,0
15,15,0.08,15,0
9.33,15,0.12,11,0
15,15,0.07,15,0
5.05,5,0.29,5,0
14.8,18,0.08,0,0
50,50,0.08,50,0
12.55,15,0.21,16.67,0
14,25,0.13,25,0
4.67,6,0.26,4.8,0
22.58,25,0.2,31.5,0
7.24,8,0.25,6.75,0
20,20,0.07,20,0
6,10,0.26,6.12,0
14.5,25,0.21,23,0
5.88,6,0.3,6.29,0
19.89,30,0.14,26.67,0
24,50,0.1,32.5,0
7.3,5,0.18,6.67,0
10.64,20,0.21,15,0
17.14,18,0.26,17.5,0
11,17,0.11,11,0
12.5,15,0.1,12.5,0
20.22,25,0.13,25,0
8.67,15,0.15,11,0
15.8,25,0.14,25,0
5.58,5,0.32,5,0
7.86,14,0.19,14,0
11.1,21,0.14,20,0
11,10,0.15,7.33,0
12.73,12,0.24,12,0
8.82,25,0.16,25,0
6.87,10,0.24,10,0
14,25,0.14,25,0
12,20,0.1,20,0
13,14,0.24,13.33,0
13.6,6,0.15,7.33,0
9.43,15,0.33,15,0
9.32,14,0.29,14.2,0
10.67,15,0.17,15.33,0
14,10,0.12,16,0
8.21,10,0.25,10,0
11,30,0.19,26.67,0
13.33,20,0.11,13.33,0
7.35,10,0.35,9.7,0
11.25,15,0.14,12.5,0
7.95,10,0.28,10.4,0
5.5,5,0.61,6.2,0
15,20,0.1,15,0
14.17,18,0.12,17.5,0
14,15,0.09,14,0
35.35,50,0.28,50,0
7.85,20,0.21,17.5,0
15,20,0.12,15,0
4.36,12,0.35,7,0
25,25,0.12,0,0
10.73,21,0.18,18,1
15,15,0.07,15,0
10.33,12,0.27,12,0
4.88,5,0.33,5.25,0
25,25,0.1,25,0
11.75,15,0.11,15,0
7,15,0.15,9,0
9.67,15,0.14,15,0
10.22,10,0.13,10,0
20,20,0.07,20,1
25,25,0.06,0,0
9.55,15,0.2,20,0
8.5,16,0.12,16,0
10,6,0.5,11,0
4.88,5,0.28,5,0
31.17,40,0.11,45,0
27.7,39,0.14,36.5,0
10.47,8,0.27,8.45,0
4.09,3,0.57,5,0
10,12,0.23,10.75,0
6.85,10,0.23,8.75,0
15,15,0.08,15,0
13,20,0.18,16,0
9,5,0.17,10,0
8.04,10,0.32,9,0
6.58,10,0.24,9.33,0
15,15,0.08,15,0
13.5,20,0.21,20.67,0
10.69,14,0.22,12.29,0
10.5,12,0.25,11.5,0
5.35,6,0.31,6.5,0
15,15,0.09,15,0
8.2,9,0.19,8.2,0
23.33,25,0.14,23.33,0
13.88,10,0.14,17.75,0
12.83,15,0.12,15,0
7,15,0.16,9,0
25,25,0.07,25,0
5,5,0.18,5,0
10.17,16,0.12,13,0
16.29,20,0.23,21.75,0
10.62,25,0.13,25,0
10.25,15,0.21,13.8,0
7.95,10,0.32,11.5,0
13,15,0.2,13.25,0
15,15,0.08,15,0
14,20,0.11,16,0
9.67,14,0.14,12,0
12.8,10,0.09,14,0
7.25,13,0.27,12,0
5.24,16,0.3,9.75,0
25,25,0.06,25,0
28,37,0.25,37,0
15,25,0.07,15,0
22.29,35,0.14,30,1
12.33,12,0.12,12.33,0
25,25,0.06,25,0
30.47,35,0.2,35,0
12.5,20,0.09,12.5,0
5.71,6,0.23,6.17,1
5.85,14,0.34,13,0
16.8,25,0.08,18.5,0
11.75,15,0.1,15,0
11.14,12,0.23,11,0
4.77,5,0.39,5,0
16,22,0.1,16,0
12.5,5,0.12,20,0
13.33,20,0.1,13.33,0
34.17,60,0.13,60,0
12.5,25,0.24,17.5,0
7.55,10,0.26,10.14,0
8.75,11,0.13,10,0
27.94,34,0.23,34.4,0
13,16,0.1,13,1
15,15,0.08,0,0
18.33,25,0.09,22.5,0
6.02,11,0.21,11,0
28.33,30,0.07,30,0
6.79,10,0.25,8.33,0
17.3,20,0.15,0,0
15.95,4,0.35,14.2,0
15.67,17,0.11,15.67,0
13,20,0.16,16,0
15,15,0.06,15,0
10,15,0.09,15,0
13.67,25,0.16,22.5,0
15,19,0.12,19,0
21.75,40,0.09,40,0
11.29,20,0.15,15,1
11.4,16,0.11,15,0
9.26,10,0.31,12.5,0
12.5,20,0.12,20,0
7.75,10,0.4,10,0
14.1,14,0.12,13.5,0
9,11,0.15,13.25,0
4,5,0.44,5.6,0
4.67,5,0.34,5.22,0
15.67,17,0.09,16,0
25,25,0.06,25,0
4.43,3,0.37,5,0
12.8,12,0.19,12.8,0
10.6,12,0.16,12.25,0
5.33,5,0.24,5.33,0
6.79,9,0.26,7.67,0
10.83,15,0.12,10,0
7.96,13,0.34,11.57,0
10.12,17,0.15,16,0
10.92,10,0.47,13,0
6.62,11,0.32,9.67,0
6.53,10,0.37,9,0
25,25,0.07,25,0
51.67,100,0.07,100,0
10.56,15,0.23,15,0
10,23,0.12,15,0
10.5,20,0.13,14,0
9.29,15,0.13,15,0
16.67,20,0.12,16.67,0
5.67,5,0.19,6,0
8.9,0,0.18,11.33,0
8.28,10,0.25,10,0
10.6,17,0.11,16,0
8.5,10,0.2,9,0
22.5,25,0.08,22.5,0
31,15,0.16,31,0
16.5,21,0.1,21,0
12,20,0.09,20,0
10,10,0.14,10,0
17.29,28,0.19,28,0
11.15,15,0.17,16,0
12.87,10,0.21,10,0
11.22,19,0.23,19,0
14,17,0.21,15.8,0
20.5,20,0.17,20,0
17.86,25,0.12,25,0
10.29,17,0.2,17,0
14.46,10,0.32,22,0
7.54,6,0.25,9,1
10.14,20,0.14,14,0
6.88,15,0.21,7.5,0
20,20,0.1,20,0
12.75,10,0.28,12,0
15,17,0.14,16,0
14.08,18,0.22,17,0
10,5,0.14,10,0
3.86,5,0.49,4.29,0
8.74,15,0.29,10,0
17.5,20,0.12,20,0
20.5,10,0.11,27,0
12,20,0.19,20,0
12.92,13,0.38,13,0
14,25,0.1,25,0
9.28,13,0.38,11.22,0
22.8,50,0.14,28.75,0
32.5,50,0.13,47.5,0
15,20,0.08,15,1
10.67,15,0.12,15,0
10.2,10,0.22,11,0
9.11,0,0.13,12,0
9.5,20,0.12,11.67,1
10.8,12,0.18,12,0
6.42,6,0.21,6.5,0
13.75,10,0.15,13.75,0
20,20,0.08,20,1
20,25,0.14,20,0
12.5,20,0.09,12.5,0
11.07,10,0.21,10.8,0
9.9,15,0.19,11.75,0
18.64,25,0.15,25,0
5.91,15,0.19,11.5,0
6.27,35,0.17,19,0
14,25,0.09,20,1
12.71,25,0.21,15,0
6.14,9,0.31,7.29,0
8.33,15,0.25,15,0
8.79,5,0.36,5,1
10,15,0.11,10,0
7.38,10,0.19,10,0
5.55,5,0.38,5.14,0
7.86,20,0.34,15.5,0
13.4,30,0.16,23.67,0
5.62,7,0.33,7.25,0
8.88,5,0.21,10,0
15,15,0.06,15,0
10.13,15,0.21,13.67,0
25,25,0.12,25,0
11.2,12,0.22,11.2,1
10.2,15,0.11,14,0
5.37,10,0.27,7.5,0
15,20,0.08,15,0
6.18,5,0.22,5,0
14.5,20,0.15,20,0
21.7,12,0.14,11,0
7.81,15,0.29,12.17,0
9.2,10,0.21,9.2,0
7.48,10,0.42,10.33,0
2.68,3,0.48,3.62,0
12,10,0.16,12,0
7.84,9,0.32,8.57,0
11.77,13,0.42,11.88,0
10,15,0.1,10,0
13,16,0.09,13,0
7.6,9,0.28,8,0
10.43,15,0.18,12.5,0
22.38,30,0.21,30,0
16.24,25,0.4,22.6,0
7,10,0.21,7.75,1
52.14,50,0.09,50,0
20,20,0.07,20,0
14.1,15,0.28,15.25,1
9.22,10,0.32,9.12,0
7.24,10,0.38,8.75,0
13,15,0.23,12.75,0
10,15,0.1,10,1
26.25,35,0.12,35,0
7.5,10,0.26,8.75,0
6.44,5,0.17,7.67,0
11,15,0.1,14,0
11.3,25,0.17,18.33,0
5.4,10,0.38,10,0
3.42,10,0.28,10,0
13.75,20,0.11,12.5,0
15,15,0.08,15,0
25,25,0.06,25,0
15,15,0.08,15,0
24.5,50,0.26,33.89,0
7.12,10,0.15,8.67,0
13.86,20,0.15,20,0
8.58,10,0.33,10,0
11.67,20,0.09,15,0
18.33,25,0.09,22.5,0
9.75,15,0.1,15,0
26.88,50,0.11,50,0
18,21,0.08,18,0
25.5,25,0.12,32.5,0
8.77,10,0.26,10.33,0
9.93,10,0.24,13.2,0
14.08,18,0.2,16.25,0
29,20,0.22,30.27,0
11.4,25,0.16,17.33,0
6.67,10,0.22,7,0
22.5,30,0.11,27.5,0
18.82,25,0.22,25,0
18.47,30,0.23,30,0
14.25,20,0.13,17,0
15,15,0.07,15,0
7.64,20,0.16,10.67,0
7.67,5,0.14,7.67,0
9.5,16,0.11,16,0
12.45,10,0.15,12.5,0
20,20,0.07,20,0
9.57,17,0.15,15,0
6.79,5,0.31,11.33,0
11,17,0.09,14,0
25,0,0.08,25,0
5.67,5,0.23,5.4,0
15,20,0.09,15,0
7.22,10,0.23,10,0
12.5,20,0.09,12.5,1
9.53,10,0.26,9,0
11.71,15,0.14,14,0
15.56,30,0.12,30,0
15,15,0.08,15,0
5.75,12,0.22,12,0
3.7,3,0.4,4.14,0
29.5,45,0.23,48,0
10,15,0.1,10,0
15.77,20,0.22,20,0
3.8,5,0.3,5.25,0
6,7,0.27,6.6,0
3.87,12,0.32,11,0
10.08,10,0.19,14.33,1
11.75,10,0.14,12,0
5.69,3,0.27,7,0
10.5,15,0.13,15,0
13.56,17,0.12,15.67,0
15,25,0.12,17.5,0
10.86,20,0.12,20,0
21.05,15,0.37,25.8,0
2.78,3,0.48,3,0
24,50,0.12,40,0
15,15,0.08,15,0
11.33,12,0.18,12,0
20,20,0.07,20,0
26,30,0.09,27.5,0
4.64,4,0.31,5.12,0
7.2,12,0.2,10.67,0
17.56,50,0.15,15,0
13.33,20,0.09,20,0
19.29,30,0.11,27.5,0
11.12,15,0.14,15.33,0
10,20,0.2,13.75,0
8.5,15,0.16,11.25,0
21.83,20,0.17,22,0
15.29,20,0.17,19.4,0
17,17,0.07,0,0
14.62,3.50E+00,0.11,14.5,0
11.28,14,0.27,12.5,0
16,17,0.06,17,0
13.09,15,0.12,0,0
13.67,15,0.14,18.33,0
15,15,0.07,15,0
7.2,8,0.22,8.25,0
18.26,20,0.25,18.5,0
15.33,20,0.09,18,0
10.75,16,0.17,10.75,0
6.12,7,0.23,6,0
4.82,12,0.29,6.8,0
14.08,27,0.35,26.5,0
15,15,0.08,0,0
25,25,0.07,25,0
7.6,10,0.14,8.67,0
12.33,25,0.22,16,0
13.75,15,0.11,20,0
12.5,15,0.09,12.5,0
22.5,25,0.1,25,0
18,21,0.09,18,0
7.62,9,0.22,8.2,0
16,25,0.12,22.5,0
15.67,19,0.12,15,1
10.11,22,0.14,21,0
11,17,0.1,16,0
15.22,21,0.16,18.5,0
6.5,10,0.24,7.14,0
21.67,30,0.09,27.5,0
27.67,38,0.14,38,0
10,15,0.15,11.67,0
20.4,10,0.19,22.33,0
7.67,11,0.21,9.67,0
9.05,13,0.29,13.4,0
12.33,15,0.11,11,0
7,15,0.36,8,0
12.5,20,0.09,12.5,0
14,20,0.12,15.33,0
7.75,10,0.17,8.33,0
7.29,8,0.2,7.8,0
10.83,13,0.15,12.5,0
7,15,0.13,10,0
20,20,0.12,20,0
23.6,0,0.09,25,0
16,20,0.11,20,0
16,17,0.1,16,0
13.95,10,0.19,15,0
7.33,12,0.21,12.5,0
4.58,4,0.39,5.6,1
16.17,20,0.11,13.33,0
16.25,25,0.1,25,0
11.29,18,0.21,18,0
17.44,25,0.14,25,0
7.14,9,0.21,8.4,0
18.1,30,0.14,30,0
12.67,15,0.11,15,0
10,15,0.12,10,0
15,15,0.08,15,0
18,25,0.1,25,0
8.5,15,0.11,15,0
20,20,0.07,20,0
20,20,0.07,20,0
23.21,26,0.18,33.33,0
17.5,20,0.08,12.5,1
28.33,50,0.08,37.5,0
16,22,0.1,16,0
7.5,10,0.17,9,0
10,15,0.09,12.5,0
5.26,11,0.31,9.67,0
17.86,27,0.11,24.5,0
61.5,61,0.13,55.5,0
12.33,20,0.14,18.5,0
11.14,16,0.14,15,1
35,40,0.11,35,0
12.33,15,0.12,12.33,0
4.59,12,0.35,7.33,0
5.62,5,0.24,6.25,0
9.92,15,0.22,12.8,0
19.33,22,0.13,22,0
12.29,25,0.12,25,0
18.9,35,0.15,30,0
5.36,7,0.22,5.29,0
17.5,20,0.09,17.5,0
6.75,10,0.22,7.67,0
11.55,20,0.15,15,0
10.9,10,0.22,13,0
9.25,15,0.08,15,0
11.5,15,0.11,13.67,0
19,20,0.1,20,0
20,20,0.07,20,0
23.8,32,0.14,28.5,0
7.53,10,0.23,10,1
50,100,0.12,40,0
15,20,0.08,20,0
11.67,10,0.15,11,0
7.39,11,0.3,11,0
7.68,14,0.39,12,0
14,16,0.09,16,0
15,20,0.09,15,0
8.4,10,0.21,10.6,0
15,15,0.09,15,0
8.31,10,0.24,8,0
10.57,16,0.27,14,0
13,20,0.15,13.33,0
7.25,15,0.14,13,0
12.33,15,0.12,12.33,0
10.07,16,0.21,14.75,0
20,20,0.07,20,0
7.92,10,0.21,11.25,0
10.27,20,0.18,20,0
12,17,0.13,16,0
17.75,25,0.15,23.33,0
10.75,17,0.23,14.75,0
14,20,0.09,16,0
25,25,0.12,29,0
15,20,0.09,15,1
10.33,15,0.16,12.5,0
15,15,0.1,15,0
16.62,27,0.12,27,0
13.92,10,0.18,10,0
11.4,17,0.1,16,0
18.25,26,0.11,22.67,0
7.74,25,0.27,12.5,0
11.67,15,0.12,11.67,0
9,15,0.22,10.8,0
20,20,0.07,20,0
13.6,10,0.25,13,0
7.64,10,0.3,10,0
21.67,25,0.11,21.67,0
7.6,12,0.22,12,0
6.25,12,0.29,12,0
10.72,11,0.27,15.33,0
7.19,12,0.29,12,0
10.62,18,0.16,18,0
2.72,5,0.53,5.5,0
20.79,26,0.12,26,0
4.53,5,0.32,5.25,0
11.08,10,0.2,8.33,0
14.4,25,0.12,25,0
13,13,0.15,13.8,0
11.8,12,0.13,13,0
9.1,25,0.24,20,0
12.5,20,0.1,12.5,0
22.5,25,0.1,22.5,0
9.75,13,0.15,15,0
8,16,0.24,11.75,0
25,25,0.06,25,0
13.35,15,0.28,15,0
12.8,25,0.15,14.75,0
16.11,17,0.28,19.5,0
20,20,0.07,20,0
20,20,0.06,20,1
30,35,0.1,30,0
15,15,0.09,15,0
5.03,5,0.4,5.5,0
10.57,16,0.28,16,0
15.42,20,0.17,16.25,0
9.32,10,0.28,10,0
17.33,20,0.09,18.5,0
5.67,7,0.25,5.5,0
4.29,6,0.24,4.5,0
23,24,0.08,24,0
10,20,0.11,11.67,0
15,24,0.15,24,0
33.76,50,0.19,61.5,0
8.17,11,0.17,9.25,0
20,20,0.08,0,0
14.8,20,0.09,20,0
5.4,6,0.19,5.4,0
20,30,0.09,25,0
26.73,41,0.19,34,0
11.8,18,0.17,17,0
12,15,0.15,16,0
20,20,0.07,20,0
12.32,15,0.23,13.29,1
7,6,0.46,7.33,0
15.5,20,0.1,20,0
20,20,0.06,20,0
8.43,4,0.15,10.67,1
15,15,0.07,15,0
10.69,10,0.23,13.6,0
25,25,0.3,25,0
11.39,10,0.46,14.33,0
9.33,20,0.08,20,0
11.67,15,0.09,12.5,0
9,15,0.12,15,0
9.5,15,0.11,15,0
11.78,20,0.42,15,0
20,20,0.07,20,0
13.78,35,0.21,32.5,1
11.22,16,0.17,16,0
8.57,10,0.21,10,0
9.65,15,0.24,15,0
13,21,0.08,21,0
20.5,27,0.12,24,0
20,20,0.07,20,0
5.25,7,0.24,6,0
14,18,0.17,19,0
7.8,10,0.14,8.5,0
20,20,0.1,20,0
13.2,25,0.09,25,0
14.56,19,0.22,16.14,0
9.44,10,0.15,12.5,0
17.29,23,0.11,23,0
18.67,22,0.24,21.4,0
19.75,20,0.11,20,0
12.6,13,0.16,20,0
10.62,12,0.19,13,0
12.57,20,0.19,12.5,0
13,15,0.12,15,0
14,20,0.13,20,1
14.5,6,0.13,23,0
7.31,10,0.22,10,1
16.75,20,0.16,17.33,0
14.67,20,0.07,20,0
5.21,10,0.25,11.5,0
6.25,6,0.17,7,0
6.75,3,0.36,7.83,1
11,16,0.12,16,0
5.07,8,0.23,7.75,0
12.8,20,0.2,13.5,0
10.24,6,0.27,13.5,0
12.25,20,0.13,17.5,0
5.58,8,0.33,6.83,0
15,15,0.08,15,0
3.94,5,0.49,5,1
20,20,0.07,20,0
21.69,30,0.16,29.2,0
5.33,5,0.2,5.8,0
10.96,15,0.3,16.75,0
15.8,20,0.2,17.33,0
10.4,6,0.2,11.5,0
8.42,10,0.34,11.67,0
9.67,15,0.11,12,0
14.1,25,0.32,25,0
7.21,8,0.23,8.6,0
7.33,10,0.17,7.33,0
21,21,0.08,21,0
4,4,0.18,4.2,0
14.79,25,0.11,21.67,0
18.33,20,0.15,20,0
11.2,21,0.1,18,0
9.05,10,0.24,0,0
17.42,15,0.44,15,0
8.11,15,0.17,13,0
15,25,0.09,15,0
5.67,5,0.21,5.67,0
20,20,0.06,20,0
6.82,15,0.41,10,0
10,15,0.08,10,0
8.31,11,0.21,11.5,0
16.4,25,0.11,10,0
22.5,25,0.07,22.5,0
13.33,15,0.08,17.5,0
10.78,15,0.16,15,0
3.95,6,0.29,4.17,1
10,15,0.08,15,0
7.55,9,0.21,8.67,0
15,15,0.07,15,0
8.92,10,0.18,12.5,0
8.08,10,0.18,8,0
36.09,25,0.16,62.5,0
11,19,0.22,16,0
9.9,15,0.18,14,0
7.9,10,0.16,8.25,0
11.33,17,0.12,15.67,0
23,50,0.09,22.5,0
8.2,10,0.15,9,1
12.5,20,0.09,12.5,0
12,15,0.21,15,0
3.18,6,0.29,3.83,0
16,16,0.08,16,0
20,20,0.1,20,0
11.75,15,0.12,12.33,0
9.5,10,0.19,10.4,0
5.25,5,0.23,5.4,0
6.39,10,0.21,7.33,0
11.25,20,0.11,20,0
15,20,0.11,10,0
7.53,11,0.33,8.88,0
25,25,0.15,27.5,1
10.5,15,0.11,13.5,0
13.4,15,0.18,15,0
9.83,15,0.18,15,0
12.04,10,0.24,17,0
25,25,0.06,25,0
12.4,20,0.18,20,0
13.86,16,0.13,16,0
12.5,20,0.09,12.5,0
25,25,0.07,25,0
10.71,10,0.13,15,0
9.3,10,0.14,10,0
6.6,15,0.13,10.5,0
5.17,10,0.18,7.5,0
9.48,10,0.28,10,0
8,17,0.14,11,0
5.76,20,0.27,11,0
26.75,28,0.08,28,0
7.17,9,0.15,8.25,0
17.25,20,0.09,20,0
8.25,15,0.15,14,0
11.17,30,0.24,30,0
12.11,15,0.15,15,0
14.6,22,0.09,21,0
13.82,20,0.15,20,0
25,25,0.07,25,0
15,25,0.1,20,0
12.25,20,0.12,17.5,0
15.43,20,0.2,17,0
6.25,10,0.17,5,1
10,5,0.33,11.25,0
12.56,15,0.15,15.33,0
12.11,17,0.2,15.8,0
4.64,5,0.3,4.86,0
16.25,20,0.11,18.33,0
17.5,25,0.08,17.5,0
12.5,15,0.08,15,0
10.64,10,0.19,8.5,0
14.62,15,0.2,15.17,0
3.73,4,0.37,4,0
30,35,0.07,35,1
13.5,20,0.09,18,0
7,10,0.17,7.5,0
10.8,14,0.19,12.5,0
8.94,16,0.25,12.4,0
7.6,7,0.2,8,0
12.14,18,0.12,18,0
12.67,15,0.12,17.5,0
6,10,0.24,10,0
7.61,12,0.29,11,0
11.5,15,0.13,15,0
9.18,15,0.17,13.33,0
9,10,0.17,10.33,0
17.78,20,0.12,19,0
5.12,5,0.27,5,0
15,15,0.07,15,0
7.88,10,0.17,8.33,0
9.29,23,0.19,22,1
15.8,29,0.3,29,0
16,17,0.08,16,1
15,20,0.12,15,0
15,15,0.08,15,0
7.91,13,0.29,11.25,0
6.56,10,0.21,8.33,0
15,15,0.08,15,0
13,15,0.09,15,0
12.33,20,0.22,15,0
21.67,10,0.1,27.5,0
21.75,10,0.13,25.67,0
20,20,0.08,20,0
21,22,0.08,21,0
10.5,25,0.17,10.5,0
27.5,30,0.07,27.5,0
20,20,0.11,20,0
21.43,25,0.17,0,0
8,10,0.21,10,0
5.44,10,0.22,6.17,0
7.75,15,0.1,15,0
11,15,0.1,14,0
9.33,10,0.22,10,0
50,50,0.07,50,0
14.64,25,0.24,22.5,0
20.6,0,0.18,25,0
10,15,0.1,10,0
10,15,0.12,10,1
6.42,5,0.31,6.43,0
9.77,15,0.16,14.67,0
16.67,20,0.07,20,0
10.46,10,0.19,13.5,1
18.5,20,0.09,20,0
11.25,14,0.22,14,0
12.6,20,0.1,20,0
9.8,16,0.11,16,1
12.5,20,0.11,13.33,0
19.17,30,0.1,27.5,0
10,25,0.12,11.67,0
26.54,50,0.17,50,0
17.78,25,0.18,25,0
10.25,10,0.15,10.5,0
12.33,7,0.12,12.33,0
7,15,0.19,11,0
17.17,23,0.16,23,0
6.5,10,0.31,9.4,0
7.18,5,0.25,9.14,0
7.53,11,0.31,8.75,0
50,50,0.05,50,0
26.17,17,0.11,17,0
25,25,0.06,25,0
8.18,10,0.26,10,0
10.9,14,0.24,13,0
12.5,10,0.11,12.5,0
12,15,0.16,15,0
11.4,16,0.17,14.8,0
10.71,15,0.15,15,0
8,10,0.17,8.33,0
15,15,0.08,15,0
16.86,20,0.37,19,0
7.15,10,0.22,8.8,0
10,15,0.08,15,0
10,10,0.18,10,0
12.5,15,0.07,15,0
15,15,0.14,16.25,0
25,25,0.08,25,0
19,30,0.09,30,0
13.33,20,0.12,20,0
13.6,25,0.12,18,0
14,15,0.09,14,0
25,25,0.07,0,0
23,23,0.07,23,0
7.29,15,0.2,15,0
9.12,15,0.21,12.75,0
11.1,10,0.49,10,0
20,20,0.08,20,0
11.67,20,0.12,11.67,0
12,10,0.19,14,0
11.7,16,0.2,14,0
5.39,6,0.34,6.5,0
11.5,21,0.14,21,0
10,15,0.09,10,0
5.5,10,0.24,5.4,0
17.5,25,0.11,17.5,0
15,15,0.09,15,0
12.5,14,0.14,12.5,0
8.5,15,0.17,10.33,0
2.89,5,0.23,3.6,0
17.5,10,0.12,25,0
8.86,5,0.14,10.25,0
20,20,0.07,20,0
10.33,15,0.2,14.2,0
8.29,20,0.13,20,0
7.86,11,0.18,9.5,0
8.11,10,0.15,15,0
13.33,13,0.12,14,0
4.86,6,0.22,6,0
4.62,4,0.22,4.5,0
7,5,0.14,5,0
9.5,20,0.14,11.67,0
25,25,0.11,25,0
9.26,10,0.35,12.25,1
2.36,2,0.43,3.56,0
23,23,0.07,23,0
21.91,36,0.52,39.12,0
13.5,17,0.11,16,0
10.86,30,0.15,30,0
15,25,0.08,15,0
8.19,11,0.32,10,0
10.8,12,0.16,11,0
10.24,15,0.22,15.33,0
8.13,10,0.21,10.67,0
12,15,0.12,0,0
11.5,20,0.12,20,0
7.35,11,0.31,9.14,0
13.77,18,0.38,17,0
21.87,50,0.29,0,0
11.5,15,0.1,15,1
20,20,0.08,20,0
3.93,4,0.54,4.2,0
6.89,7,0.3,7.44,0
13.33,20,0.09,15,0
20,20,0.07,20,0
16,20,0.12,18.67,0
26.33,30,0.18,27.5,0
6.67,12,0.25,8.2,0
25,25,0.12,25,0
15,15,0.12,15,0
5.55,15,0.23,10.25,0
12.4,20,0.1,12.5,0
10.6,8,0.17,10.6,0
9.6,10,0.16,11,0
6.25,7,0.15,6.25,0
6.3,10,0.34,7.5,0
10,15,0.11,12.5,0
12.56,12,0.13,13.67,0
9.2,15,0.14,13,0
18,25,0.1,25,0
20.83,30,0.1,27.5,0
18,26,0.09,23.5,0
17.17,25,0.22,20.12,0
35.71,25,0.1,25,0
15,15,0.08,15,0
50.11,63,0.15,60,0
6,7,0.21,8.5,0
25,25,0.06,25,0
15.36,8,0.19,15.75,0
8.29,14,0.3,13,0
10.36,13,0.2,13,0
9.67,20,0.17,12.5,0
8.33,10,0.17,8.33,0
8.83,25,0.14,17.5,0
5.74,10,0.25,9,0
14,40,0.22,40,0
11.5,25,0.11,17,0
10.67,20,0.08,20,0
8.51,11,0.33,10.67,0
14,14,0.17,14,0
23.57,25,0.12,25,0
14,22,0.12,16,1
11.94,15,0.27,12.67,0
12.5,15,0.1,12.5,0
27.5,30,0.08,27.5,0
8.67,25,0.15,22.5,0
11.17,15,0.13,13.67,0
7.25,12,0.18,8,0
15.71,25,0.14,20.33,0
10,14,0.27,14,0
12,10,0.12,13,0
4.38,5,0.19,5.2,0
15,15,0.09,15,0
15,25,0.08,15,0
9.31,10,0.25,15,0
9.57,5,0.15,14,0
25,25,0.07,0,0
11.15,25,0.24,22.5,0
11.2,10,0.11,15,0
16.46,36,0.19,28.5,0
17.5,25,0.08,17.5,0
18.14,25,0.16,21,0
13.25,15,0.14,13.25,0
6.31,15,0.28,8.75,0
6.59,9,0.28,9,0
12.33,12,0.23,13.6,0
8,10,0.16,9,0
7.26,5,0.5,10,0
9.2,15,0.15,15,0
6.17,5,0.15,6.75,0
46.25,60,0.07,60,0
15,15,0.08,0,0
6.75,8,0.17,7,0
15,15,0.09,15,1
28.71,5,0.2,8.75,0
11.43,15,0.11,15,0
13.33,15,0.11,15,0
27.09,20,0.36,25.17,1
16.88,25,0.23,26,0
10,15,0.1,10,0
7.6,9,0.22,9.33,0
13.07,10,0.26,12.75,0
6.93,14,0.34,13,0
20,20,0.07,20,0
6.93,8,0.34,8.33,0
15,10,0.12,10,0
9.4,15,0.1,15,0
9.41,14,0.37,12.43,0
18.33,20,0.13,18.33,0
15,15,0.11,15,0
20,20,0.06,20,0
3.78,5,0.36,4.5,0
7.67,5,0.27,7,0
11.25,15,0.12,12.5,0
11.39,15,0.29,22,0
13.64,20,0.16,19,0
12,7,0.17,12,0
10.69,10,0.2,12,0
25,30,0.08,30,0
17.92,15,0.19,0,0
7.67,11,0.26,8.5,0
9,7,0.12,9,0
22.5,25,0.09,22.5,0
15.5,20,0.21,20,0
4.57,8,0.43,6.5,0
15.75,13,0.53,17.33,0
5.75,5,0.2,5.75,0
7.71,10,0.28,9.75,0
20,25,0.08,20,0
10.7,15,0.16,15,0
7.8,10,0.26,9.67,0
12.56,50,0.28,24,0
15,15,0.06,15,0
4.31,5,0.3,5.5,0
7.79,10,0.25,10,0
10.1,10,0.36,10,0
14.62,14,0.1,0,0
12.67,15,0.12,14,0
15.4,25,0.1,18.33,0
10,10,0.17,10,0
9,15,0.08,15,0
6.2,15,0.13,15,0
15.25,25,0.11,18.67,0
6.25,5,0.16,7.67,0
8,10,0.17,8.67,0
6.04,10,0.39,10,0
12,25,0.18,18.5,0
9,10,0.21,11,0
15,15,0.07,15,0
15,15,0.07,15,0
6.56,10,0.24,10,0
15.67,22,0.09,21,0
12,10,0.1,10,0
6.33,10,0.39,10,0
7.17,8,0.21,7.17,0
9.1,14,0.19,11.75,0
15.4,15,0.32,22,0
8.5,12,0.18,9.33,0
52.5,60,0.1,60,0
15.17,15,0.14,17.25,0
8.67,13,0.23,11.67,0
11.71,16,0.13,16,0
10.18,20,0.24,15.33,0
